id,taxon,kingdom,phylum,enzyme,trait,trait_unit_SI,temperature,trait_value,citation
YCN001,Bacillus subtilis,Bacteria,Bacillota,Alanine racemase ycnD,relative activity,percent,37,47.52,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1
YCN001,Bacillus subtilis,Bacteria,Bacillota,Alanine racemase ycnD,relative activity,percent,40,60.79,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1
YCN001,Bacillus subtilis,Bacteria,Bacillota,Alanine racemase ycnD,relative activity,percent,50,90.82,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1
YCN001,Bacillus subtilis,Bacteria,Bacillota,Alanine racemase ycnD,relative activity,percent,55,100.09,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1
YCN001,Bacillus subtilis,Bacteria,Bacillota,Alanine racemase ycnD,relative activity,percent,60,88.11,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1
YCN001,Bacillus subtilis,Bacteria,Bacillota,Alanine racemase ycnD,relative activity,percent,65,64.64,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1
YCN001,Bacillus subtilis,Bacteria,Bacillota,Alanine racemase ycnD,relative activity,percent,70,8.24,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1
LIC001,Bacillus subtilis,Bacteria,Bacillota,Lichenase,relative activity,percent,40,47.36,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.
LIC001,Bacillus subtilis,Bacteria,Bacillota,Lichenase,relative activity,percent,45,57.14,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.
LIC001,Bacillus subtilis,Bacteria,Bacillota,Lichenase,relative activity,percent,50,76.7,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.
LIC001,Bacillus subtilis,Bacteria,Bacillota,Lichenase,relative activity,percent,55,99.89,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.
LIC001,Bacillus subtilis,Bacteria,Bacillota,Lichenase,relative activity,percent,60,68.13,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.
LIC001,Bacillus subtilis,Bacteria,Bacillota,Lichenase,relative activity,percent,65,57.58,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.
LIC001,Bacillus subtilis,Bacteria,Bacillota,Lichenase,relative activity,percent,70,33.3,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.
LIC001,Bacillus subtilis,Bacteria,Bacillota,Lichenase,relative activity,percent,75,28.68,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.
GAL001,Bacillus subtilis,Bacteria,Bacillota,beta-galactosidase,relative activity,percent,20,50.93,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120
GAL001,Bacillus subtilis,Bacteria,Bacillota,beta-galactosidase,relative activity,percent,25,56.26,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120
GAL001,Bacillus subtilis,Bacteria,Bacillota,beta-galactosidase,relative activity,percent,30,62.77,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120
GAL001,Bacillus subtilis,Bacteria,Bacillota,beta-galactosidase,relative activity,percent,36,84.19,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120
GAL001,Bacillus subtilis,Bacteria,Bacillota,beta-galactosidase,relative activity,percent,41,95.39,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120
GAL001,Bacillus subtilis,Bacteria,Bacillota,beta-galactosidase,relative activity,percent,46,83.86,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120
GAL001,Bacillus subtilis,Bacteria,Bacillota,beta-galactosidase,relative activity,percent,50,50.72,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120
RHI001,Bacillus subtilis,Bacteria,Bacillota,L-Rhamnose Isomerase,relative activity,percent,40,52.48,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1
RHI001,Bacillus subtilis,Bacteria,Bacillota,L-Rhamnose Isomerase,relative activity,percent,50,62.81,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1
RHI001,Bacillus subtilis,Bacteria,Bacillota,L-Rhamnose Isomerase,relative activity,percent,60,74.84,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1
RHI001,Bacillus subtilis,Bacteria,Bacillota,L-Rhamnose Isomerase,relative activity,percent,65,94.8,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1
RHI001,Bacillus subtilis,Bacteria,Bacillota,L-Rhamnose Isomerase,relative activity,percent,70,100.08,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1
RHI001,Bacillus subtilis,Bacteria,Bacillota,L-Rhamnose Isomerase,relative activity,percent,75,97.2,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1
RHI001,Bacillus subtilis,Bacteria,Bacillota,L-Rhamnose Isomerase,relative activity,percent,80,64.6,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1
RHI001,Bacillus subtilis,Bacteria,Bacillota,L-Rhamnose Isomerase,relative activity,percent,85,54.97,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1
GLU001,Bacillus subtilis,Bacteria,Bacillota,beta-13-14-glucanase,relative activity,percent,20,43.18,Furtado et al. 2011. Biochemical and structural characterization of a beta-13-14-glucanase from Bacillus subtilis 168. Process Biochemistry. 46:5
GLU001,Bacillus subtilis,Bacteria,Bacillota,beta-13-14-glucanase,relative activity,percent,30,63,Furtado et al. 2011. Biochemical and structural characterization of a beta-13-14-glucanase from Bacillus subtilis 168. Process Biochemistry. 46:5
GLU001,Bacillus subtilis,Bacteria,Bacillota,beta-13-14-glucanase,relative activity,percent,40,81.74,Furtado et al. 2011. Biochemical and structural characterization of a beta-13-14-glucanase from Bacillus subtilis 168. Process Biochemistry. 46:5
GLU001,Bacillus subtilis,Bacteria,Bacillota,beta-13-14-glucanase,relative activity,percent,45,89.31,Furtado et al. 2011. Biochemical and structural characterization of a beta-13-14-glucanase from Bacillus subtilis 168. Process Biochemistry. 46:5
GLU001,Bacillus subtilis,Bacteria,Bacillota,beta-13-14-glucanase,relative activity,percent,50,100.36,Furtado et al. 2011. Biochemical and structural characterization of a beta-13-14-glucanase from Bacillus subtilis 168. Process Biochemistry. 46:5
GLU001,Bacillus subtilis,Bacteria,Bacillota,beta-13-14-glucanase,relative activity,percent,55,90.51,Furtado et al. 2011. Biochemical and structural characterization of a beta-13-14-glucanase from Bacillus subtilis 168. Process Biochemistry. 46:5
GLU001,Bacillus subtilis,Bacteria,Bacillota,beta-13-14-glucanase,relative activity,percent,60,76.82,Furtado et al. 2011. Biochemical and structural characterization of a beta-13-14-glucanase from Bacillus subtilis 168. Process Biochemistry. 46:5
GLU001,Bacillus subtilis,Bacteria,Bacillota,beta-13-14-glucanase,relative activity,percent,70,3.18,Furtado et al. 2011. Biochemical and structural characterization of a beta-13-14-glucanase from Bacillus subtilis 168. Process Biochemistry. 46:5
ABF001,Bacillus subtilis,Bacteria,Bacillota,alpha-L-Arabinofuranosidase,relative activity,percent,25,69.79,Hoffmam et al. 2013. Characterization of a Hexameric Exo-Acting GH51 alpha-l-Arabinofuranosidase from the Mesophilic Bacillus subtilis. Molecular Biotechnology. 55:3
ABF001,Bacillus subtilis,Bacteria,Bacillota,alpha-L-Arabinofuranosidase,relative activity,percent,30,80.52,Hoffmam et al. 2013. Characterization of a Hexameric Exo-Acting GH51 alpha-l-Arabinofuranosidase from the Mesophilic Bacillus subtilis. Molecular Biotechnology. 55:3
ABF001,Bacillus subtilis,Bacteria,Bacillota,alpha-L-Arabinofuranosidase,relative activity,percent,35,87.75,Hoffmam et al. 2013. Characterization of a Hexameric Exo-Acting GH51 alpha-l-Arabinofuranosidase from the Mesophilic Bacillus subtilis. Molecular Biotechnology. 55:3
ABF001,Bacillus subtilis,Bacteria,Bacillota,alpha-L-Arabinofuranosidase,relative activity,percent,40,91.78,Hoffmam et al. 2013. Characterization of a Hexameric Exo-Acting GH51 alpha-l-Arabinofuranosidase from the Mesophilic Bacillus subtilis. Molecular Biotechnology. 55:3
ABF001,Bacillus subtilis,Bacteria,Bacillota,alpha-L-Arabinofuranosidase,relative activity,percent,45,95.67,Hoffmam et al. 2013. Characterization of a Hexameric Exo-Acting GH51 alpha-l-Arabinofuranosidase from the Mesophilic Bacillus subtilis. Molecular Biotechnology. 55:3
ABF001,Bacillus subtilis,Bacteria,Bacillota,alpha-L-Arabinofuranosidase,relative activity,percent,50,93.83,Hoffmam et al. 2013. Characterization of a Hexameric Exo-Acting GH51 alpha-l-Arabinofuranosidase from the Mesophilic Bacillus subtilis. Molecular Biotechnology. 55:3
ABF001,Bacillus subtilis,Bacteria,Bacillota,alpha-L-Arabinofuranosidase,relative activity,percent,55,45.67,Hoffmam et al. 2013. Characterization of a Hexameric Exo-Acting GH51 alpha-l-Arabinofuranosidase from the Mesophilic Bacillus subtilis. Molecular Biotechnology. 55:3
ABF001,Bacillus subtilis,Bacteria,Bacillota,alpha-L-Arabinofuranosidase,relative activity,percent,60,1.84,Hoffmam et al. 2013. Characterization of a Hexameric Exo-Acting GH51 alpha-l-Arabinofuranosidase from the Mesophilic Bacillus subtilis. Molecular Biotechnology. 55:3
QAP001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Quinolinic Acid Phosphoribosyltransferase,relative activity,percent,20,44.45,Kim et al. 2014. Biochemical Characterization of Quinolinic Acid Phosphoribosyltransferase from Mycobacterium tuberculosis H37Rv and Inhibition of Its Activity by Pyrazinamide. PLoS ONE. 9:6
QAP001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Quinolinic Acid Phosphoribosyltransferase,relative activity,percent,25,59.33,Kim et al. 2014. Biochemical Characterization of Quinolinic Acid Phosphoribosyltransferase from Mycobacterium tuberculosis H37Rv and Inhibition of Its Activity by Pyrazinamide. PLoS ONE. 9:6
QAP001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Quinolinic Acid Phosphoribosyltransferase,relative activity,percent,30,75.74,Kim et al. 2014. Biochemical Characterization of Quinolinic Acid Phosphoribosyltransferase from Mycobacterium tuberculosis H37Rv and Inhibition of Its Activity by Pyrazinamide. PLoS ONE. 9:6
QAP001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Quinolinic Acid Phosphoribosyltransferase,relative activity,percent,37,100.22,Kim et al. 2014. Biochemical Characterization of Quinolinic Acid Phosphoribosyltransferase from Mycobacterium tuberculosis H37Rv and Inhibition of Its Activity by Pyrazinamide. PLoS ONE. 9:6
QAP001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Quinolinic Acid Phosphoribosyltransferase,relative activity,percent,42,112.21,Kim et al. 2014. Biochemical Characterization of Quinolinic Acid Phosphoribosyltransferase from Mycobacterium tuberculosis H37Rv and Inhibition of Its Activity by Pyrazinamide. PLoS ONE. 9:6
QAP001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Quinolinic Acid Phosphoribosyltransferase,relative activity,percent,50,132.27,Kim et al. 2014. Biochemical Characterization of Quinolinic Acid Phosphoribosyltransferase from Mycobacterium tuberculosis H37Rv and Inhibition of Its Activity by Pyrazinamide. PLoS ONE. 9:6
QAP001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Quinolinic Acid Phosphoribosyltransferase,relative activity,percent,60,143.49,Kim et al. 2014. Biochemical Characterization of Quinolinic Acid Phosphoribosyltransferase from Mycobacterium tuberculosis H37Rv and Inhibition of Its Activity by Pyrazinamide. PLoS ONE. 9:6
QAP001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Quinolinic Acid Phosphoribosyltransferase,relative activity,percent,70,122.59,Kim et al. 2014. Biochemical Characterization of Quinolinic Acid Phosphoribosyltransferase from Mycobacterium tuberculosis H37Rv and Inhibition of Its Activity by Pyrazinamide. PLoS ONE. 9:6
LIV001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Rv3203 lipase,relative activity,percent,20,43.84,Singh et al. 2013. Characterization of an acid inducible lipase Rv3203 from Mycobacterium tuberculosis H37Rv. Molecular Biology Reports. 41:1
LIV001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Rv3203 lipase,relative activity,percent,30,53.97,Singh et al. 2013. Characterization of an acid inducible lipase Rv3203 from Mycobacterium tuberculosis H37Rv. Molecular Biology Reports. 41:1
LIV001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Rv3203 lipase,relative activity,percent,40,66.03,Singh et al. 2013. Characterization of an acid inducible lipase Rv3203 from Mycobacterium tuberculosis H37Rv. Molecular Biology Reports. 41:1
LIV001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Rv3203 lipase,relative activity,percent,50,99.04,Singh et al. 2013. Characterization of an acid inducible lipase Rv3203 from Mycobacterium tuberculosis H37Rv. Molecular Biology Reports. 41:1
LIV001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Rv3203 lipase,relative activity,percent,60,74.79,Singh et al. 2013. Characterization of an acid inducible lipase Rv3203 from Mycobacterium tuberculosis H37Rv. Molecular Biology Reports. 41:1
LIV001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Rv3203 lipase,relative activity,percent,70,42.19,Singh et al. 2013. Characterization of an acid inducible lipase Rv3203 from Mycobacterium tuberculosis H37Rv. Molecular Biology Reports. 41:1
LIV001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Rv3203 lipase,relative activity,percent,80,24.11,Singh et al. 2013. Characterization of an acid inducible lipase Rv3203 from Mycobacterium tuberculosis H37Rv. Molecular Biology Reports. 41:1
LID001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipD Rv1923,relative activity,percent,20,31.78,Singh et al. 2013. Molecular Characterization of Oxidative Stress-Inducible LipD of Mycobacterium tuberculosis H37Rv. Current Microbiology. 68:3
LID001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipD Rv1923,relative activity,percent,30,80.6,Singh et al. 2013. Molecular Characterization of Oxidative Stress-Inducible LipD of Mycobacterium tuberculosis H37Rv. Current Microbiology. 68:3
LID001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipD Rv1923,relative activity,percent,40,99.08,Singh et al. 2013. Molecular Characterization of Oxidative Stress-Inducible LipD of Mycobacterium tuberculosis H37Rv. Current Microbiology. 68:3
LID001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipD Rv1923,relative activity,percent,50,86.4,Singh et al. 2013. Molecular Characterization of Oxidative Stress-Inducible LipD of Mycobacterium tuberculosis H37Rv. Current Microbiology. 68:3
LID001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipD Rv1923,relative activity,percent,60,65.88,Singh et al. 2013. Molecular Characterization of Oxidative Stress-Inducible LipD of Mycobacterium tuberculosis H37Rv. Current Microbiology. 68:3
LID001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipD Rv1923,relative activity,percent,70,26.93,Singh et al. 2013. Molecular Characterization of Oxidative Stress-Inducible LipD of Mycobacterium tuberculosis H37Rv. Current Microbiology. 68:3
LID001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipD Rv1923,relative activity,percent,80,19.81,Singh et al. 2013. Molecular Characterization of Oxidative Stress-Inducible LipD of Mycobacterium tuberculosis H37Rv. Current Microbiology. 68:3
LID001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipD Rv1923,relative activity,percent,90,9.57,Singh et al. 2013. Molecular Characterization of Oxidative Stress-Inducible LipD of Mycobacterium tuberculosis H37Rv. Current Microbiology. 68:3
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,15,21.06,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,25,20.98,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,37,86.9,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,45,91.53,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,55,91.74,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,65,34.8,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,75,4.71,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,85,2.92,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAA001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1a,relative activity,percent,95,3.98,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,15,51.92,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,25,50.84,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,37,100.04,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,45,95.96,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,55,39.88,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,65,10.23,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,75,2.86,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,85,3.35,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
MAC001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Methionine Aminopeptidase MtMetAP1c,relative activity,percent,95,2.84,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5
GLB001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Glycogen branching,relative activity,percent,15,100,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2
GLB001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Glycogen branching,relative activity,percent,25,99.48,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2
GLB001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Glycogen branching,relative activity,percent,30,99.87,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2
GLB001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Glycogen branching,relative activity,percent,37,81.49,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2
GLB001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Glycogen branching,relative activity,percent,45,78.64,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2
GLB001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Glycogen branching,relative activity,percent,55,10.94,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2
GLB001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,Glycogen branching,relative activity,percent,80,0,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,20,18.78,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,25,32.24,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,30,68.37,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,35,90.1,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,40,100.51,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,45,81.22,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,50,54.59,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,55,26.73,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,60,9.29,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIU001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipU,relative activity,percent,70,0.71,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196
LIN001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipN,relative activity,percent,25,38.87,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:2
LIN001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipN,relative activity,percent,35,85.96,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:3
